,ID,SRM,Name,DateIssued,Measureand,InChI,CertRef,Value,Uncertainty,95low,95high,u,UnitNumerator,UnitDenominator,Mass/Volume,WetDry,Uncertainty.1,k
1508,,SRM 1957,Organic Contaminants in Non-Fortified Human Serum,2014-12-29,Total Cholesterol (TC),,Ref,153.0,5.0,148.0,158.0,2.5,mg,dL,V,,5.0,2.0
1509,,SRM 1957,Organic Contaminants in Non-Fortified Human Serum,2014-12-29,trans-Nonachlor,"1S/C10H5Cl9/c11-3-1-2(4(12)5(3)13)9(17)7(15)6(14)8(1,16)10(9,18)19/h1-5H",Cert,58.3,1.9,56.4,60.199999999999996,0.95,ng,kg,M,,1.9,2.0
1510,,SRM 1957,Organic Contaminants in Non-Fortified Human Serum,2014-12-29,Triglycerides (TG),,Ref,119.0,2.0,117.0,121.0,1.0,mg,dL,V,,2.0,2.0
1511,,SRM 1957,Organic Contaminants in Non-Fortified Human Serum,2014-12-29,β-HCH,"1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H/t1-,2-,3+,4+,5-,6-",Ref,31.3,6.0,25.3,37.3,3.0,ng,kg,M,,6.0,2.0
1512,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,"1,2,3,4,6,7,8-Heptachlorodibenzofuran",1S/C12HCl7O/c13-3-1-2-4-6(15)7(16)8(17)10(19)12(4)20-11(2)9(18)5(3)14/h1H,Ref,289.0,9.0,280.0,298.0,4.5,pg,kg,M,,9.0,2.0
1513,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin",1S/C12HCl7O2/c13-2-1-3-10(7(17)4(2)14)21-12-9(19)6(16)5(15)8(18)11(12)20-3/h1H,Ref,565.0,90.0,475.0,655.0,45.0,pg,kg,M,,90.0,2.0
1514,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,"1,2,3,4,7,8,9-Heptachlorodibenzofuran",1S/C12HCl7O/c13-2-1-3-4(7(15)6(2)14)5-8(16)9(17)10(18)11(19)12(5)20-3/h1H,Ref,84.0,12.0,72.0,96.0,6.0,pg,kg,M,,12.0,2.0
1515,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,"1,2,3,4,7,8-Hexachlorodibenzofuran",1S/C12H2Cl6O/c13-4-1-3-6(2-5(4)14)19-12-7(3)8(15)9(16)10(17)11(12)18/h1-2H,Ref,95.9,9.3,86.60000000000001,105.2,4.65,pg,kg,M,,9.3,2.0
1516,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin",1S/C12H2Cl6O2/c13-3-1-5-6(2-4(3)14)20-12-10(18)8(16)7(15)9(17)11(12)19-5/h1-2H,Ref,95.3,9.9,85.39999999999999,105.2,4.95,pg,kg,M,,9.9,2.0
1517,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,"1,2,3,6,7,8-Hexachlorodibenzofuran",1S/C12H2Cl6O/c13-4-1-3-7-6(2-5(14)8(15)10(7)17)19-12(3)11(18)9(4)16/h1-2H,Ref,102.0,11.0,91.0,113.0,5.5,pg,kg,M,,11.0,2.0
1518,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin",1S/C12H2Cl6O2/c13-3-1-5-11(9(17)7(3)15)20-6-2-4(14)8(16)10(18)12(6)19-5/h1-2H,Ref,340.0,60.0,280.0,400.0,30.0,pg,kg,M,,60.0,2.0
1519,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,"1,2,3,7,8,9-Hexachlorodibenzofuran",1S/C12H2Cl6O/c13-3-1-5-7(11(17)9(3)15)8-6(19-5)2-4(14)10(16)12(8)18/h1-2H,Ref,94.0,11.0,83.0,105.0,5.5,pg,kg,M,,11.0,2.0
1520,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin",1S/C12H2Cl6O2/c13-3-1-5-11(9(17)7(3)15)20-12-6(19-5)2-4(14)8(16)10(12)18/h1-2H,Ref,99.6,7.2,92.39999999999999,106.8,3.6,pg,kg,M,,7.2,2.0
1521,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,"1,2,3,7,8-Pentachlorodibenzofuran",1S/C12H3Cl5O/c13-5-1-4-8(2-6(5)14)18-9-3-7(15)11(16)12(17)10(4)9/h1-3H,Ref,98.0,15.0,83.0,113.0,7.5,pg,kg,M,,15.0,2.0
1522,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,"1,2,3,7,8-Pentachlorodibenzo-p-dioxin",1S/C12H3Cl5O2/c13-4-1-7-8(2-5(4)14)19-12-9(18-7)3-6(15)10(16)11(12)17/h1-3H,Ref,106.0,12.0,94.0,118.0,6.0,pg,kg,M,,12.0,2.0
1523,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,"2,3,4,6,7,8-Hexachlorodibenzofuran",1S/C12H2Cl6O/c13-5-1-3-4-2-6(14)8(16)10(18)12(4)19-11(3)9(17)7(5)15/h1-2H,Ref,900.0,110.0,790.0,1010.0,55.0,pg,kg,M,,110.0,2.0
1524,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,"2,3,4,7,8-Pentachlorodibenzofuran",1S/C12H3Cl5O/c13-6-1-4-5-2-8(15)10(16)11(17)12(5)18-9(4)3-7(6)14/h1-3H,Ref,199.0,30.0,169.0,229.0,15.0,pg,kg,M,,30.0,2.0
1525,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,"2,3,7,8-Tetrachlorodibenzofuran",1S/C12H4Cl4O/c13-7-1-5-6-2-8(14)10(16)4-12(6)17-11(5)3-9(7)15/h1-4H,Ref,104.0,3.0,101.0,107.0,1.5,pg,kg,M,,3.0,2.0
1526,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",1S/C12H4Cl4O2/c13-5-1-9-10(2-6(5)14)18-12-4-8(16)7(15)3-11(12)17-9/h1-4H,Ref,94.2,7.8,86.4,102.0,3.9,pg,kg,M,,7.8,2.0
1527,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,"2,4'-DDD","1S/C14H10Cl4/c15-10-7-5-9(6-8-10)13(14(17)18)11-3-1-2-4-12(11)16/h1-8,13-14H",Cert,347.0,46.0,301.0,393.0,23.0,ng,kg,M,,46.0,2.0
1528,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,"2,4'-DDE",1S/C14H8Cl4/c15-10-7-5-9(6-8-10)13(14(17)18)11-3-1-2-4-12(11)16/h1-8H,Cert,450.0,20.0,430.0,470.0,10.0,ng,kg,M,,20.0,2.0
1529,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,"2,4'-DDT","1S/C14H9Cl5/c15-10-7-5-9(6-8-10)13(14(17,18)19)11-3-1-2-4-12(11)16/h1-8,13H",Cert,313.0,43.0,270.0,356.0,21.5,ng,kg,M,,43.0,2.0
1530,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,"4,4'-DDD","1S/C14H10Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8,13-14H",Cert,416.0,17.0,399.0,433.0,8.5,ng,kg,M,,17.0,2.0
1531,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,"4,4'-DDE",1S/C14H8Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8H,Cert,1250.0,130.0,1120.0,1380.0,65.0,ng,kg,M,,130.0,2.0
1532,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,"4,4'-DDT","1S/C14H9Cl5/c15-11-5-1-9(2-6-11)13(14(17,18)19)10-3-7-12(16)8-4-10/h1-8,13H",Cert,293.0,12.0,281.0,305.0,6.0,ng,kg,M,,12.0,2.0
1533,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,cis-Chlordane,"1S/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2",Cert,412.0,25.0,387.0,437.0,12.5,ng,kg,M,,25.0,2.0
1534,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,cis-Nonachlor,"1S/C10H5Cl9/c11-3-1-2(4(12)5(3)13)9(17)7(15)6(14)8(1,16)10(9,18)19/h1-5H",Cert,425.0,23.0,402.0,448.0,11.5,ng,kg,M,,23.0,2.0
1535,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,Free Cholesterol (FC),,Ref,31.3,0.7,30.6,32.0,0.35,mg,dL,V,,0.7,2.0
1536,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,Hexachlorobenzene,1S/C6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9,Cert,442.0,46.0,396.0,488.0,23.0,ng,kg,M,,46.0,2.0
1537,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,Mirex,"1S/C10Cl12/c11-1-2(12)7(17)4(14)3(13,5(1,15)9(7,19)20)6(1,16)10(21,22)8(2,4)18",Cert,384.0,59.0,325.0,443.0,29.5,ng,kg,M,,59.0,2.0
1538,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,Octachlorodibenzofuran,1S/C12Cl8O/c13-3-1-2-4(14)6(16)8(18)10(20)12(2)21-11(1)9(19)7(17)5(3)15,Ref,83.3,1.7,81.6,85.0,0.85,pg,kg,M,,1.7,2.0
1539,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,Octachlorodibenzo-p-dioxin,1S/C12Cl8O2/c13-1-2(14)6(18)10-9(5(1)17)21-11-7(19)3(15)4(16)8(20)12(11)22-10,Ref,2570.0,280.0,2290.0,2850.0,140.0,pg,kg,M,,280.0,2.0
1540,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,Octachlorostyrene,,Cert,359.0,19.0,340.0,378.0,9.5,ng,kg,M,,19.0,2.0
1541,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,Oxychlordane,,Ref,226.0,43.0,183.0,269.0,21.5,ng,kg,M,,43.0,2.0
1542,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PBB 153,,Cert,421.0,13.0,408.0,434.0,6.5,ng,kg,M,,13.0,2.0
1543,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PBDE 100,1S/C12H5Br5O/c13-6-1-2-11(8(15)3-6)18-12-9(16)4-7(14)5-10(12)17/h1-5H,Cert,475.0,27.0,448.0,502.0,13.5,ng,kg,M,,27.0,2.0
1544,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PBDE 153,1S/C12H4Br6O/c13-5-1-9(17)11(3-7(5)15)19-12-4-8(16)6(14)2-10(12)18/h1-4H,Cert,455.0,54.0,401.0,509.0,27.0,ng,kg,M,,54.0,2.0
1545,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PBDE 154,1S/C12H4Br6O/c13-5-1-9(17)12(10(18)2-5)19-11-4-7(15)6(14)3-8(11)16/h1-4H,Cert,441.0,39.0,402.0,480.0,19.5,ng,kg,M,,39.0,2.0
1546,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PBDE 17,1S/C12H7Br3O/c13-8-5-6-12(10(15)7-8)16-11-4-2-1-3-9(11)14/h1-7H,Cert,458.0,32.0,426.0,490.0,16.0,ng,kg,M,,32.0,2.0
1547,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PBDE 183,1S/C12H3Br7O/c13-4-1-6(15)9(3-5(4)14)20-12-8(17)2-7(16)10(18)11(12)19/h1-3H,Cert,453.0,42.0,411.0,495.0,21.0,ng,kg,M,,42.0,2.0
1548,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PBDE 206,1S/C12HBr9O/c13-2-1-3(5(15)6(16)4(2)14)22-12-10(20)8(18)7(17)9(19)11(12)21/h1H,Cert,426.0,4.0,422.0,430.0,2.0,ng,kg,M,,4.0,2.0
1549,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PBDE 209,1S/C12Br10O/c13-1-3(15)7(19)11(8(20)4(1)16)23-12-9(21)5(17)2(14)6(18)10(12)22,Cert,417.0,5.0,412.0,422.0,2.5,ng,kg,M,,5.0,2.0
1550,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PBDE 28,1S/C12H7Br3O/c13-8-1-4-10(5-2-8)16-12-6-3-9(14)7-11(12)15/h1-7H,Cert,462.0,19.0,443.0,481.0,9.5,ng,kg,M,,19.0,2.0
1551,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PBDE 47,1S/C12H6Br4O/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6H,Cert,651.0,29.0,622.0,680.0,14.5,ng,kg,M,,29.0,2.0
1552,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PBDE 66,1S/C12H6Br4O/c13-7-1-4-12(11(16)5-7)17-8-2-3-9(14)10(15)6-8/h1-6H,Cert,440.0,41.0,399.0,481.0,20.5,ng,kg,M,,41.0,2.0
1553,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PBDE 85,1S/C12H5Br5O/c13-6-1-3-9(8(15)5-6)18-10-4-2-7(14)11(16)12(10)17/h1-5H,Cert,475.0,39.0,436.0,514.0,19.5,ng,kg,M,,39.0,2.0
1554,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PBDE 99,1S/C12H5Br5O/c13-6-1-2-11(9(16)3-6)18-12-5-8(15)7(14)4-10(12)17/h1-5H,Cert,492.0,15.0,477.0,507.0,7.5,ng,kg,M,,15.0,2.0
1555,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PBDEs 28+31,,Ref,484.0,18.0,466.0,502.0,9.0,ng,kg,M,,18.0,2.0
1556,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 101,1S/C12H5Cl5/c13-6-1-2-9(14)7(3-6)8-4-11(16)12(17)5-10(8)15/h1-5H,Cert,409.0,27.0,382.0,436.0,13.5,ng,kg,M,,27.0,2.0
1557,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 105,1S/C12H5Cl5/c13-8-3-1-6(5-10(8)15)7-2-4-9(14)12(17)11(7)16/h1-5H,Cert,419.0,31.0,388.0,450.0,15.5,ng,kg,M,,31.0,2.0
1558,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 110,1S/C12H5Cl5/c13-7-2-1-6(5-10(7)16)11-8(14)3-4-9(15)12(11)17/h1-5H,Cert,397.0,26.0,371.0,423.0,13.0,ng,kg,M,,26.0,2.0
1559,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 114,1S/C12H5Cl5/c13-7-3-1-6(2-4-7)8-5-9(14)11(16)12(17)10(8)15/h1-5H,Ref,46.6,8.4,38.2,55.0,4.2,ng,kg,M,,8.4,2.0
1560,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 118,1S/C12H5Cl5/c13-8-2-1-6(3-10(8)15)7-4-11(16)12(17)5-9(7)14/h1-5H,Cert,412.0,35.0,377.0,447.0,17.5,ng,kg,M,,35.0,2.0
1561,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 123,1S/C12H5Cl5/c13-7-1-2-8(9(14)5-7)6-3-10(15)12(17)11(16)4-6/h1-5H,Ref,52.5,4.8,47.7,57.3,2.4,ng,kg,M,,4.8,2.0
1562,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 126,1S/C12H5Cl5/c13-8-2-1-6(3-9(8)14)7-4-10(15)12(17)11(16)5-7/h1-5H,Ref,7780.0,1140.0,6640.0,8920.0,570.0,pg,kg,M,,1140.0,2.0
1563,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 128,1S/C12H4Cl6/c13-7-3-1-5(9(15)11(7)17)6-2-4-8(14)12(18)10(6)16/h1-4H,Cert,420.0,17.0,403.0,437.0,8.5,ng,kg,M,,17.0,2.0
1564,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 138,1S/C12H4Cl6/c13-7-2-1-5(11(17)12(7)18)6-3-9(15)10(16)4-8(6)14/h1-4H,Cert,473.0,54.0,419.0,527.0,27.0,ng,kg,M,,54.0,2.0
1565,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 146,1S/C12H4Cl6/c13-5-1-7(12(18)11(17)2-5)6-3-9(15)10(16)4-8(6)14/h1-4H,Cert,378.0,26.0,352.0,404.0,13.0,ng,kg,M,,26.0,2.0
1566,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 149,1S/C12H4Cl6/c13-6-1-2-7(14)12(18)11(6)5-3-9(16)10(17)4-8(5)15/h1-4H,Cert,373.0,22.0,351.0,395.0,11.0,ng,kg,M,,22.0,2.0
1567,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 151,1S/C12H4Cl6/c13-5-1-2-7(14)6(3-5)10-11(17)8(15)4-9(16)12(10)18/h1-4H,Cert,381.0,18.0,363.0,399.0,9.0,ng,kg,M,,18.0,2.0
1568,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 153,1S/C12H4Cl6/c13-7-3-11(17)9(15)1-5(7)6-2-10(16)12(18)4-8(6)14/h1-4H,Cert,457.0,36.0,421.0,493.0,18.0,ng,kg,M,,36.0,2.0
1569,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 156,1S/C12H4Cl6/c13-7-2-1-5(3-8(7)14)6-4-9(15)11(17)12(18)10(6)16/h1-4H,Cert,418.0,19.0,399.0,437.0,9.5,ng,kg,M,,19.0,2.0
1570,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 157,1S/C12H4Cl6/c13-7-2-1-6(10(16)12(7)18)5-3-8(14)11(17)9(15)4-5/h1-4H,Cert,420.0,42.0,378.0,462.0,21.0,ng,kg,M,,42.0,2.0
1571,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 158,1S/C12H4Cl6/c13-6-2-1-5(3-7(6)14)10-8(15)4-9(16)11(17)12(10)18/h1-4H,Cert,365.0,48.0,317.0,413.0,24.0,ng,kg,M,,48.0,2.0
1572,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 167,1S/C12H4Cl6/c13-7-4-9(15)8(14)3-6(7)5-1-10(16)12(18)11(17)2-5/h1-4H,Cert,403.0,26.0,377.0,429.0,13.0,ng,kg,M,,26.0,2.0
1573,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 169,1S/C12H4Cl6/c13-7-1-5(2-8(14)11(7)17)6-3-9(15)12(18)10(16)4-6/h1-4H,Ref,8100.0,330.0,7770.0,8430.0,165.0,pg,kg,M,,330.0,2.0
1574,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 170,1S/C12H3Cl7/c13-6-2-1-4(8(15)10(6)17)5-3-7(14)11(18)12(19)9(5)16/h1-3H,Cert,422.0,23.0,399.0,445.0,11.5,ng,kg,M,,23.0,2.0
1575,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 172,1S/C12H3Cl7/c13-4-1-5(9(16)7(14)2-4)6-3-8(15)11(18)12(19)10(6)17/h1-3H,Cert,395.0,28.0,367.0,423.0,14.0,ng,kg,M,,28.0,2.0
1576,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 177,1S/C12H3Cl7/c13-5-2-1-4(9(16)12(5)19)8-10(17)6(14)3-7(15)11(8)18/h1-3H,Cert,392.0,9.0,383.0,401.0,4.5,ng,kg,M,,9.0,2.0
1577,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 178,1S/C12H3Cl7/c13-4-1-5(10(17)6(14)2-4)9-11(18)7(15)3-8(16)12(9)19/h1-3H,Cert,386.0,15.0,371.0,401.0,7.5,ng,kg,M,,15.0,2.0
1578,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 18,1S/C12H7Cl3/c13-8-5-6-12(15)10(7-8)9-3-1-2-4-11(9)14/h1-7H,Cert,407.0,14.0,393.0,421.0,7.0,ng,kg,M,,14.0,2.0
1579,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 180,1S/C12H3Cl7/c13-6-3-8(15)7(14)1-4(6)5-2-9(16)11(18)12(19)10(5)17/h1-3H,Cert,459.0,49.0,410.0,508.0,24.5,ng,kg,M,,49.0,2.0
1580,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 183,1S/C12H3Cl7/c13-5-2-7(15)6(14)1-4(5)10-8(16)3-9(17)11(18)12(10)19/h1-3H,Cert,407.0,36.0,371.0,443.0,18.0,ng,kg,M,,36.0,2.0
1581,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 187,1S/C12H3Cl7/c13-5-2-7(15)6(14)1-4(5)10-11(18)8(16)3-9(17)12(10)19/h1-3H,Cert,411.0,38.0,373.0,449.0,19.0,ng,kg,M,,38.0,2.0
1582,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 189,1S/C12H3Cl7/c13-6-1-4(2-7(14)10(6)17)5-3-8(15)11(18)12(19)9(5)16/h1-3H,Cert,402.0,31.0,371.0,433.0,15.5,ng,kg,M,,31.0,2.0
1583,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 194,1S/C12H2Cl8/c13-5-1-3(7(15)11(19)9(5)17)4-2-6(14)10(18)12(20)8(4)16/h1-2H,Cert,387.0,20.0,367.0,407.0,10.0,ng,kg,M,,20.0,2.0
1584,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 195,1S/C12H2Cl8/c13-4-2-1-3(6(14)7(4)15)5-8(16)10(18)12(20)11(19)9(5)17/h1-2H,Cert,385.0,25.0,360.0,410.0,12.5,ng,kg,M,,25.0,2.0
1585,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 196,1S/C12H2Cl8/c13-4-2-6(15)9(17)11(19)7(4)3-1-5(14)10(18)12(20)8(3)16/h1-2H,Cert,397.0,2.0,395.0,399.0,0.5,ng,kg,M,,2.0,4.0
1586,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 199,1S/C12H2Cl8/c13-4-1-3(8(16)12(20)11(4)19)7-9(17)5(14)2-6(15)10(7)18/h1-2H,Cert,379.0,21.0,358.0,400.0,10.5,ng,kg,M,,21.0,2.0
1587,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 203,1S/C12H2Cl8/c13-4-2-6(15)5(14)1-3(4)7-8(16)10(18)12(20)11(19)9(7)17/h1-2H,Cert,398.0,49.0,349.0,447.0,24.5,ng,kg,M,,49.0,2.0
1588,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 206,1S/C12HCl9/c13-3-1-2(5(14)9(18)6(3)15)4-7(16)10(19)12(21)11(20)8(4)17/h1H,Cert,366.0,8.0,358.0,374.0,4.0,ng,kg,M,,8.0,2.0
1589,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 209,1S/C12Cl10/c13-3-1(4(14)8(18)11(21)7(3)17)2-5(15)9(19)12(22)10(20)6(2)16,Cert,338.0,16.0,322.0,354.0,8.0,ng,kg,M,,16.0,2.0
1590,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 28,1S/C12H7Cl3/c13-9-3-1-8(2-4-9)11-6-5-10(14)7-12(11)15/h1-7H,Cert,402.0,12.0,390.0,414.0,6.0,ng,kg,M,,12.0,2.0
1591,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 44,1S/C12H6Cl4/c13-7-4-5-10(14)9(6-7)8-2-1-3-11(15)12(8)16/h1-6H,Cert,408.0,21.0,387.0,429.0,10.5,ng,kg,M,,21.0,2.0
1592,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 49,1S/C12H6Cl4/c13-7-2-4-11(15)10(5-7)9-3-1-8(14)6-12(9)16/h1-6H,Cert,414.0,15.0,399.0,429.0,7.5,ng,kg,M,,15.0,2.0
1593,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 52,1S/C12H6Cl4/c13-7-1-3-11(15)9(5-7)10-6-8(14)2-4-12(10)16/h1-6H,Cert,401.0,14.0,387.0,415.0,7.0,ng,kg,M,,14.0,2.0
1594,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 66,1S/C12H6Cl4/c13-8-2-3-9(11(15)6-8)7-1-4-10(14)12(16)5-7/h1-6H,Cert,414.0,6.0,408.0,420.0,3.0,ng,kg,M,,6.0,2.0
1595,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 74,1S/C12H6Cl4/c13-8-3-1-7(2-4-8)9-5-11(15)12(16)6-10(9)14/h1-6H,Cert,414.0,46.0,368.0,460.0,23.0,ng,kg,M,,46.0,2.0
1596,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 87,1S/C12H5Cl5/c13-6-1-3-9(14)8(5-6)7-2-4-10(15)12(17)11(7)16/h1-5H,Cert,396.0,23.0,373.0,419.0,11.5,ng,kg,M,,23.0,2.0
1597,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCB 99,1S/C12H5Cl5/c13-6-1-2-7(9(14)3-6)8-4-11(16)12(17)5-10(8)15/h1-5H,Cert,385.0,28.0,357.0,413.0,14.0,ng,kg,M,,28.0,2.0
1598,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCBs 153+132,,Ref,490.0,23.0,467.0,513.0,11.5,ng,kg,M,,23.0,2.0
1599,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PCBs 180+193,,Ref,495.0,1.0,494.0,496.0,0.5,ng,kg,M,,1.0,2.0
1600,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,Pentabromophenol,1S/C6HBr5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,Ref,445.0,93.0,352.0,538.0,46.5,ng,kg,M,,93.0,2.0
1601,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,Pentachlorophenol,1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,Ref,2780.0,550.0,2230.0,3330.0,275.0,ng,kg,M,,550.0,2.0
1602,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PFHxS,"1S/C6HF13O3S/c7-1(8,3(11,12)5(15,16)17)2(9,10)4(13,14)6(18,19)23(20,21)22/h(H,20,21,22)",Ref,2.66,0.07,2.5900000000000003,2.73,0.035,ug,kg,M,,0.07,2.0
1603,,SRM 1958,Organic Contaminants in Fortified Human Serum,2014-12-29,PFNA,"1S/C9HF17O2/c10-2(11,1(27)28)3(12,13)4(14,15)5(16,17)6(18,19)7(20,21)8(22,23)9(24,25)26/h(H,27,28)",Ref,0.66,0.13,0.53,0.79,0.065,ug,kg,M,,0.13,2.0
